pressure [meter] at 10,pressure [meter] at 11,pressure [meter] at 12,pressure [meter] at 13,pressure [meter] at 21,pressure [meter] at 22,pressure [meter] at 23,pressure [meter] at 31,pressure [meter] at 32,pressure [meter] at 9,pressure [meter] at 2,flow [cubic meter/hr] at 10,flow [cubic meter/hr] at 11,flow [cubic meter/hr] at 12,flow [cubic meter/hr] at 21,flow [cubic meter/hr] at 22,flow [cubic meter/hr] at 31,flow [cubic meter/hr] at 110,flow [cubic meter/hr] at 111,flow [cubic meter/hr] at 112,flow [cubic meter/hr] at 113,flow [cubic meter/hr] at 121,flow [cubic meter/hr] at 122,flow [cubic meter/hr] at 9,bulk_species_node [MG] at Chlorine @ 11,bulk_species_node [MG] at Chlorine @ 12,bulk_species_node [MG] at Chlorine @ 13,bulk_species_node [MG] at Chlorine @ 21,bulk_species_node [MG] at Chlorine @ 22,bulk_species_node [MG] at Chlorine @ 23,bulk_species_node [MG] at Chlorine @ 31,bulk_species_node [MG] at Chlorine @ 32,bulk_species_node [MG] at AsIII @ 10,bulk_species_node [MG] at AsIII @ 11,bulk_species_node [MG] at AsIII @ 12,bulk_species_node [MG] at AsIII @ 13,bulk_species_node [MG] at AsIII @ 21,bulk_species_node [MG] at AsIII @ 22,bulk_species_node [MG] at AsIII @ 23,bulk_species_node [MG] at AsIII @ 31,bulk_species_node [MG] at AsIII @ 32,bulk_species_node [MG] at AsIII @ 9,bulk_species_node [MG] at AsIII @ 2
251.32830810546875,168.7718505859375,84.4480209350586,87.8608627319336,125.9241943359375,96.5722427368164,96.96864318847656,120.34191131591797,104.36656951904297,0.0,36.57600021362305,1718.9515380859375,1289.603271484375,-64.02080535888672,315.5331115722656,92.4630126953125,59.50484848022461,-1574.0184326171875,408.1492004394531,-240.37570190429688,-76.18815612792969,70.90059661865234,-46.904781341552734,1718.9515380859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.03378295898438,171.6693572998047,88.64350891113281,92.01667785644531,129.45826721191406,100.57767486572266,100.99049377441406,123.9423599243164,108.15006256103516,0.0,40.80541229248047,1705.5048828125,1279.22314453125,-63.291141510009766,312.92303466796875,91.73336029052734,59.04842758178711,-1560.57177734375,405.0826721191406,-238.03884887695312,-75.45849609375,70.44417572021484,-46.44835662841797,1705.5048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.87784576416016,84.87784576416016,88.1493148803711,89.35919189453125,87.55683135986328,89.11027526855469,90.63069152832031,87.20874786376953,84.05459594726562,0.0,42.455284118652344,-0.00019210494065191597,-51.38164520263672,24.3021240234375,-7.379480361938477,4.1401472091674805,4.450667858123779,144.93338012695312,30.18244171142578,49.268253326416016,12.134742736816406,15.846435546875,8.149419784545898,0.0,0.0,0.4139784079910594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.4884033203125,84.4884033203125,87.75988006591797,88.9697494506836,87.16739654541016,88.72083282470703,90.24125671386719,86.8193130493164,83.6651611328125,0.0,42.06584548950195,-0.00019112543668597937,-51.38164138793945,24.3021240234375,-7.379479885101318,4.1401472091674805,4.450667381286621,144.93338012695312,30.18244171142578,49.268253326416016,12.134742736816406,15.846434593200684,8.149419784545898,0.0,0.0,0.41397763624315975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.1543960571289,84.1543960571289,87.37541198730469,88.64323425292969,86.8949203491211,88.43741607666016,89.9599838256836,86.61199951171875,83.45086669921875,0.0,41.67640686035156,-0.00018948139040730894,-44.7503662109375,21.76847267150879,-5.741656303405762,2.521876096725464,4.606379985809326,129.2103729248047,27.351322174072266,44.27766036987305,10.90735149383545,14.168542861938477,7.498271465301514,0.0,0.0,0.41397762956176626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.80720520019531,83.80720520019531,87.0282211303711,88.2960433959961,86.5477294921875,88.09022521972656,89.61279296875,86.26480865478516,83.10367584228516,0.0,41.32921600341797,-0.00018848910985980183,-44.75044250488281,21.768518447875977,-5.741671085357666,2.521890878677368,4.606389045715332,129.21060180664062,27.35137367248535,44.27773666381836,10.907366752624512,14.168580055236816,7.498290061950684,0.0,0.0,0.4643525118028351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.46001434326172,83.46001434326172,86.6810302734375,87.9488525390625,86.20053100585938,87.74303436279297,89.2656021118164,85.91761779785156,82.75648498535156,0.0,40.982025146484375,-0.00018782386905513704,-44.75044250488281,21.768518447875977,-5.741670608520508,2.521890640258789,4.606388568878174,129.21060180664062,27.35137367248535,44.27773666381836,10.907365798950195,14.168580055236816,7.498289585113525,0.0,0.0,0.464351665744972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.11282348632812,83.11282348632812,86.3338394165039,87.6016616821289,85.85334014892578,87.39584350585938,88.91841125488281,85.57042694091797,82.40929412841797,0.0,40.63483428955078,-0.00018616030865814537,-44.75043869018555,21.768516540527344,-5.741670608520508,2.521890640258789,4.606388568878174,129.21060180664062,27.35137367248535,44.27773666381836,10.907365798950195,14.1685791015625,7.498289585113525,0.0,0.0,0.4643516551730621,0.0,0.0,0.41395334164863934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.80703735351562,82.80703735351562,85.99127197265625,87.31845092773438,85.61421203613281,87.1530532836914,88.6746597290039,85.38865661621094,82.28025817871094,0.0,40.28764343261719,-0.000185818673344329,-39.33207702636719,18.880273818969727,-5.097196578979492,3.3306078910827637,3.2823240756988525,112.98995971679688,23.970495223999023,38.82633972167969,9.731969833374023,12.537003517150879,6.305827617645264,0.0,0.0,0.46435165504096093,0.0,0.0,0.4139473527874953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.50343322753906,82.50343322753906,85.68766021728516,87.01484680175781,85.31060791015625,86.84944152832031,88.37105560302734,85.08504486083984,81.97664642333984,0.0,39.984039306640625,-0.00018481197184883058,-39.3321533203125,18.88031768798828,-5.0972113609313965,3.330622434616089,3.2823328971862793,112.99018859863281,23.97054672241211,38.826416015625,9.731985092163086,12.537041664123535,6.305846214294434,0.0,0.4139413640129448,0.5310130973853796,0.2075366677574125,0.0,0.41394136401299486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.19982147216797,82.19982147216797,85.3840560913086,86.71124267578125,85.00700378417969,86.54583740234375,88.06744384765625,84.78144073486328,81.67304229736328,0.0,39.6804313659668,-0.00018379827088210732,-39.3321533203125,18.88031768798828,-5.097210884094238,3.3306221961975098,3.2823328971862793,112.99018096923828,23.97054672241211,38.826416015625,9.731985092163086,12.537040710449219,6.305845737457275,0.0,0.41393537532508684,0.5310119827390221,0.4139353753253429,0.0,0.4643266021582034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.8962173461914,81.8962173461914,85.08045196533203,86.40763854980469,84.7033920288086,86.24223327636719,87.76383972167969,84.47783660888672,81.36943817138672,0.0,39.376827239990234,-0.00018176366575062275,-39.332149505615234,18.88031578063965,-5.097210884094238,3.3306221961975098,3.2823328971862793,112.99018096923828,23.97054672241211,38.826416015625,9.731985092163086,12.537040710449219,6.305845737457275,0.0,0.41392938672387014,0.5310119618847714,0.41392938672412627,0.0,0.464319884522987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.61705780029297,81.61705780029297,84.77955627441406,86.13400268554688,84.47054290771484,86.00758361816406,87.53075408935547,84.27730560302734,81.16329956054688,0.0,39.073219299316406,-0.00018072675447911024,-35.80971908569336,17.42011070251465,-4.754213809967041,1.8790894746780396,3.4436147212982178,102.460693359375,21.359638214111328,34.81468200683594,8.381634712219238,11.532502174377441,5.975747108459473,0.0,0.46431316797673194,0.5310119614946031,0.41392339820954954,0.0,0.4643131669849576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.34174346923828,81.34174346923828,84.50424194335938,85.85868835449219,84.19522857666016,85.73226928710938,87.25543975830078,84.00199127197266,80.88798522949219,0.0,38.79790496826172,-0.00018072564853355289,-35.80979537963867,17.420154571533203,-4.754229545593262,1.879103422164917,3.4436233043670654,102.4609146118164,21.35968780517578,34.81475830078125,8.3816499710083,11.532539367675781,5.975765228271484,0.0,0.46430645053587416,0.5855819254790396,0.46430644489098,0.0,0.4643064495441143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
